salary;age;elevel;car;zipcode;credit;brand
41324.67278;58;2;15;4;479.28;Belkin
49228.42605;75;2;20;8;499.86;Belkin
58730.28818;68;2;10;7;498.79;Belkin
49052.44736;78;2;17;3;482.62;Belkin
50232.856;79;3;18;2;493.43;Belkin
35566.64874;59;2;8;1;470.07;Belkin
52740.89433;64;3;7;3;511.6;Belkin
39563.69831;80;2;19;8;468.28;Belkin
61330.92449;56;3;19;0;513.7;Belkin
60833.27778;69;2;1;6;506.45;Belkin
35455.15123;74;2;16;5;490.74;Belkin
44863.38388;70;2;15;3;516.94;Belkin
38543.22751;56;2;7;5;518.41;Belkin
50877.88186;60;2;16;3;512.34;Belkin
60300.0968;66;3;20;6;514.34;Belkin
59423.98933;69;2;17;8;500.95;Belkin
45007.40951;66;2;5;7;485.88;Belkin
47023.59846;71;2;1;4;500.9;Belkin
38823.94203;71;2;4;1;477.5;Belkin
38990.84802;57;2;15;7;473.76;Belkin
52356.50614;60;2;8;0;501.57;Belkin
46871.03391;76;2;12;3;502.33;Belkin
43985.57608;75;2;4;1;485.57;Belkin
55544.48548;80;3;18;4;503.65;Belkin
51013.23361;64;3;20;0;508.1;Belkin
53394.28697;73;2;8;0;507.7;Belkin
35466.43959;63;2;18;1;486.77;Belkin
44725.57038;70;2;1;6;472.24;Belkin
40646.77558;77;2;10;1;500.16;Belkin
50643.88737;56;2;5;5;483.85;Belkin
39374.56694;75;2;17;4;471.33;Belkin
38551.39137;56;2;17;0;499.32;Belkin
38944.97749;64;2;3;2;504.36;Belkin
62299.45649;80;2;7;4;513.31;Belkin
36971.40098;56;2;10;7;457.36;Belkin
42176.58265;63;2;20;2;521.12;Belkin
63689.93635;51;2;6;5;522.08;Elago
47038.66895;37;2;3;4;482;Elago
36679.32036;35;2;12;1;456.56;Elago
47868.26996;41;2;8;3;486.83;Elago
48500.56561;49;2;8;8;490.65;Elago
53496.38537;36;2;6;7;506.47;Elago
42545.27923;38;2;10;2;496.79;Elago
47665.57714;55;2;15;8;507.99;Elago
57047.56288;28;2;17;1;517.44;Elago
36227.14217;49;2;1;4;489.1;Elago
56993.24317;33;3;17;8;520.04;Elago
48984.33334;29;3;7;7;489.81;Elago
44339.42068;35;2;3;3;520.37;Elago
41827.44826;38;2;17;8;500.31;Elago
43605.00829;48;2;19;8;514.21;Elago
39477.25962;53;2;4;8;501.55;Elago
40472.6178;36;2;7;4;468.4;Elago
48131.3229;28;2;6;8;521.09;Elago
50751.60196;28;2;5;8;515.52;Elago
59414.75812;28;2;8;0;506.9;Elago
38646.83078;34;2;17;1;478.92;Elago
64706.45488;50;3;6;6;521.89;Elago
58325.58469;53;3;15;8;498.02;Elago
46750.4485;42;2;15;3;513.84;Elago
39000.76624;43;2;8;4;511.11;Elago
35798.40792;52;2;8;3;481.3;Elago
41332.10033;55;2;10;6;486.19;Elago
52213.54455;38;3;7;3;490.73;Elago
57262.61292;40;2;12;1;497.02;Elago
48194.07173;36;2;18;4;476.4;Elago
58375.65067;46;3;8;6;509.86;Elago
55548.40693;34;2;12;7;509.8;Elago
39025.24801;53;2;19;6;489.14;Elago
64812.71157;39;2;18;4;520.35;Elago
50168.77364;44;2;8;5;480.5;Elago
49984.89805;44;2;15;6;485.51;Elago
41348.07192;41;2;6;4;505.14;Elago
43117.3909;28;2;15;1;505.08;Elago
49799.99801;53;3;3;6;513.73;Elago
46112.48149;49;2;3;5;522.3;Elago
36716.5361;46;2;5;6;457.74;Elago
53943.74093;37;2;20;5;516.19;Elago
39147.27882;29;2;7;4;466.6;Elago
54352.49608;37;2;4;8;520.27;Elago
46414.47151;47;2;1;7;505.42;Elago
41941.49901;44;2;3;7;467.6;Elago
36989.56227;36;2;19;0;505.67;Elago
51738.34825;34;2;4;7;513.89;Elago
38579.20533;44;2;10;3;481.89;Elago
54841.06827;36;2;7;5;496.08;Belkin
51530.57298;38;2;1;1;515.6;Elago
35904.25983;45;2;7;8;469.1;Elago
35558.01749;41;2;15;1;449.28;Elago
44381.13;39;2;6;5;515.42;Elago
43120.63635;54;2;12;6;520.19;Elago
54213.81954;33;2;20;4;496.78;Belkin
57879.39637;33;2;5;4;514;Belkin
53452.42554;55;2;18;4;489.96;Elago
47597.31138;39;2;4;4;487.01;Elago
39026.01117;51;2;8;7;503.28;Elago
37026.6881;48;2;8;5;456.07;Elago
37333.97839;35;2;17;2;461.67;Elago
55556.24603;40;2;3;5;515.6;Belkin
53550.2852;35;2;7;8;511.29;Belkin
38831.28634;33;2;1;0;469.37;Elago
56800.84912;41;2;7;8;519.94;Elago
48105.95095;34;2;15;0;506.96;Belkin
51826.47788;52;2;8;6;507.57;Elago
53457.69674;37;2;5;8;521.17;Belkin
42033.63065;31;2;7;8;496.19;Elago
38067.13677;35;2;7;7;457.2;Elago
38043.11147;52;2;7;3;519.77;Elago
36761.19167;32;2;6;2;487.49;Elago
53452.1516;32;2;20;2;495.2;Elago
35650.34077;37;2;8;5;512.19;Elago
40449.44618;30;2;6;2;463.76;Elago
36090.44613;77;2;20;4;457.63;Elago
40710.53773;51;2;8;4;480.78;Elago
41714.67173;33;2;8;1;519.67;Elago
35220.04364;50;2;15;1;477.77;Elago
37490.32724;43;2;7;7;516.88;Elago
46173.68976;31;2;7;0;508.74;Elago
48319.38699;40;2;18;8;510.16;Elago
50739.12259;50;2;6;2;498.93;Elago
54070.93081;38;3;4;3;505.24;Elago
36313.03526;80;2;10;2;488.33;Elago
37534.0655;70;2;8;3;476.86;Elago
54994.68521;52;2;3;0;505.87;Elago
51291.16895;34;2;20;2;506.34;Elago
40447.41816;24;2;8;6;493.61;Elago
51695.17342;70;2;17;3;488.83;Elago
62263.21489;30;2;7;4;512.02;Elago
40190.59884;49;2;17;2;484.72;Elago
61056.07424;24;2;8;2;516;Elago
47344.249;32;2;20;4;490.49;Elago
51037.26294;43;2;8;0;482.97;Elago
42681.57817;66;2;8;0;473.83;Elago
44226.33717;21;2;10;3;500.83;Elago
45140.35892;65;2;12;7;480.05;Elago
64160.03841;29;2;8;2;514.23;Elago
38860.00605;31;2;1;3;506.1;Elago
47688.70925;31;2;3;8;496.64;Elago
36970.03402;48;2;5;7;481.52;Elago
42875.09943;67;2;3;7;492.94;Elago
45367.16664;42;2;18;6;495.63;Elago
47805.44849;29;2;10;4;517.47;Elago
42504.54193;73;2;8;7;471.15;Elago
42464.49354;27;2;7;6;500.7;Elago
60130.59532;38;2;7;0;505.97;Elago
35152.8187;67;2;12;5;469.09;Elago
48170.75476;64;2;3;8;478.22;Elago
43285.53776;71;2;1;3;522.51;Elago
45885.30892;79;2;10;6;490;Elago
39599.92819;30;2;6;6;507.19;Elago
45918.48201;20;2;8;8;496.06;Elago
62006.48109;78;2;3;0;518.59;Elago
41786.97924;35;2;16;0;506.87;Elago
39895.30928;55;2;8;8;520.27;Elago
47359.95343;62;2;18;3;493.02;Elago
47907.45801;73;2;10;4;518.23;Elago
39755.02268;42;2;4;8;495.21;Elago
56843.87093;72;2;12;7;518.23;Elago
48847.99582;20;2;5;8;516.93;Elago
58588.9936;45;2;1;1;503.67;Elago
35114.60474;80;2;7;7;517.04;Elago
42860.98436;38;2;5;6;475.66;Elago
45570.47552;57;2;5;5;500.64;Elago
38767.56776;79;2;3;3;492.75;Elago
64151.14566;41;2;8;6;521.5;Elago
48480.18413;22;2;18;5;512.33;Elago
56722.89726;23;2;16;1;504.89;Elago
63167.79343;72;2;4;4;513.99;Elago
46030.63304;59;2;3;1;514.85;Elago
36785.6421;32;2;4;6;514.05;Elago
57284.93817;33;2;18;6;506.89;Elago
48293.20448;62;2;8;8;521.99;Elago
57843.28133;53;2;8;8;496.9;Elago
47590.82397;38;2;8;6;476.04;Elago
51208.12608;79;2;15;3;488.66;Elago
57297.09909;32;3;3;2;503.86;Elago
49875.43951;76;2;12;2;510.1;Elago
36230.51749;48;2;7;2;453.36;Elago
40641.88742;43;2;17;2;514.76;Elago
46202.25297;26;2;12;1;518.71;Elago
51763.10865;75;2;8;1;501.5;Elago
65771.47869;40;2;8;6;522.39;Belkin
66265.05406;71;3;12;6;516.81;Belkin
66938.52234;47;2;3;8;521.05;Elago
35888.77853;59;2;8;0;455.17;Belkin
43343.4613;29;2;20;8;482.28;Elago
39444.95719;48;2;5;7;474.67;Elago
45089.39672;36;2;1;4;488.81;Elago
51394.5996;25;3;16;0;519.77;Belkin
64071.24305;20;2;1;0;513.41;Belkin
35217.97023;29;2;6;7;477.56;Elago
41140.57678;35;2;16;6;518.65;Elago
59566.91214;50;2;1;6;511.56;Elago
51545.83381;76;2;4;6;518.74;Belkin
49444.07733;40;2;19;7;490.95;Belkin
40052.19314;35;2;12;1;462.97;Elago
44875.0665;40;2;5;8;489.36;Elago
47381.20309;20;2;8;6;521.05;Elago
44338.14712;70;2;8;1;520.19;Belkin
40856.53114;80;2;6;1;478.04;Belkin
43800.35397;72;2;10;0;468.52;Belkin
52894.51486;33;3;7;0;503.82;Elago
45337.01511;71;2;3;6;483.73;Belkin
37540.56794;47;2;15;8;507.44;Elago
58388.11265;30;2;8;6;511.52;Belkin
47612.42986;60;2;19;0;475.04;Belkin
60669.13559;60;2;19;6;504.72;Belkin
58570.19329;41;2;19;6;502.12;Belkin
36124.4918;42;2;7;5;458.89;Elago
40328.66319;60;2;6;4;466.95;Elago
42485.57703;65;2;5;7;512.8;Belkin
50189.17271;62;2;20;1;522.28;Elago
62629.399;52;2;19;3;515.89;Elago
37256.08503;78;2;5;2;516.23;Belkin
35214.14679;66;2;20;7;513.11;Belkin
41106.43827;71;2;6;0;485.19;Belkin
59945.08036;37;2;19;1;518.67;Elago
51179.29175;41;2;7;7;496.26;Elago
60695.8681;56;3;8;5;519.88;Elago
61632.22878;24;2;8;2;513.5;Belkin
41769.34739;55;2;7;3;495.64;Elago
40832.90604;22;2;3;2;465.49;Elago
45491.3242;22;2;8;5;491.6;Elago
61079.98419;31;2;19;2;503.82;Belkin
57105.70875;76;3;7;8;501.99;Belkin
55850.3358;31;3;19;0;500.25;Belkin
62954.49547;40;3;8;8;517.84;Elago
57829.31176;21;3;19;0;496.87;Belkin
43854.99165;36;2;16;2;503.62;Elago
53155.07699;55;2;20;6;487.82;Elago
44743.19526;77;2;8;5;496.36;Belkin
42664.60518;31;2;8;7;464.47;Elago
60838.70906;66;3;7;8;517.43;Belkin
38742.25474;78;2;8;5;468.53;Belkin
38015.36516;51;2;20;4;468.76;Elago
44473.10434;23;2;8;5;493.73;Belkin
58959.75169;22;2;7;8;516.68;Belkin
45850.01063;40;2;1;3;492.8;Belkin
44809.7527;58;2;8;4;503.19;Elago
53395.65125;68;2;8;2;513.52;Elago
61983.07177;63;2;8;4;505.75;Elago
36110.34595;76;2;12;7;518.1;Elago
52122.34124;79;2;5;3;508.73;Elago
38901.01066;63;2;18;3;509.54;Elago
53535.54552;34;2;10;6;506.32;Elago
60305.33221;29;3;3;0;522.89;Elago
54647.4887;37;2;8;5;522.68;Elago
52867.29689;29;3;7;0;513.54;Elago
44197.75725;78;2;3;8;516.21;Elago
20105.59398;20;1;15;8;571.45;Elago
32145.62607;24;1;15;6;590.74;Elago
20000;20;1;15;8;542.71;Elago
29772.22113;23;1;15;5;591.67;Elago
23271.03134;24;1;15;8;527.3;Elago
30991.66107;75;1;15;4;535.11;Belkin
28846.19192;80;1;15;6;583.26;Belkin
30866.15581;61;1;15;0;552.42;Belkin
28760.15673;75;1;15;8;567.48;Belkin
34874.65198;62;1;15;3;545.64;Belkin
34008.35413;75;1;15;4;539.64;Belkin
20000;74;1;15;8;567.7;Belkin
20951.19744;68;1;15;0;533.54;Belkin
32454.18561;61;1;15;6;528.39;Belkin
30646.62812;67;1;15;3;564.26;Belkin
32758.12631;59;1;15;4;578.19;Belkin
32114.93566;56;1;15;8;561.62;Belkin
30159.39811;78;1;15;5;532.39;Belkin
34573.83657;79;1;15;2;539.72;Belkin
26050.03527;77;1;15;3;561.67;Belkin
26788.47949;78;1;15;0;537.64;Belkin
21328.26363;65;1;15;0;535.57;Belkin
30739.59492;73;1;15;1;554.46;Belkin
32417.33493;75;1;15;3;575.59;Belkin
30859.97224;69;1;15;7;583.38;Belkin
26474.39242;60;1;15;7;570.25;Belkin
28934.49766;65;1;15;1;532.33;Belkin
21686.97161;73;1;15;7;526.6;Belkin
25921.99721;68;1;15;4;556.24;Belkin
31467.98434;64;1;15;0;571.72;Belkin
21259.7292;56;1;15;7;556.33;Belkin
29852.90338;47;1;15;6;579.47;Elago
27524.79859;31;1;15;5;552.5;Elago
23614.33742;48;1;15;3;532.89;Elago
33639.1264;45;1;15;4;590.2;Elago
31118.50527;38;1;15;4;529.34;Elago
21427.61773;54;1;15;7;540.43;Elago
33974.12071;48;1;15;6;542.41;Elago
27198.36442;48;1;15;3;534.67;Elago
22664.35467;50;1;15;8;535.38;Elago
24469.34641;29;1;15;1;523.18;Elago
23673.94061;43;1;15;3;534.07;Elago
30086.99518;41;1;15;5;531.27;Elago
20000;52;1;15;4;542.77;Elago
21487.79049;39;1;15;1;531.49;Elago
24597.11934;54;1;15;6;543.96;Elago
24546.92675;46;1;15;6;531.31;Elago
25522.35673;41;1;15;4;546.69;Elago
27783.10551;39;1;15;8;562.47;Elago
21390.9189;47;1;15;8;542.15;Elago
34963.88809;54;1;15;6;586.15;Elago
34890.11698;40;1;15;3;563.55;Elago
25013.63936;75;1;15;8;532.88;Elago
34095.40774;21;1;15;8;578.27;Elago
32633.38836;68;1;15;4;562.47;Elago
22456.03771;22;1;15;0;546.44;Elago
30133.06721;38;1;15;4;523.18;Elago
26279.32901;52;1;15;3;565.8;Elago
28702.17428;54;1;15;1;581.47;Elago
20000;70;1;15;6;559.19;Elago
33045.31451;40;1;15;1;530.45;Elago
26794.7174;45;1;15;8;585.74;Elago
29640.49556;72;1;15;0;591.82;Elago
20000;36;1;15;8;544.63;Elago
26853.7125;73;1;15;7;534.24;Elago
20630.1253;36;1;15;3;566.38;Elago
25840.96995;27;1;15;5;547.71;Elago
26988.55342;72;1;15;6;563.36;Elago
28466.74556;51;1;15;3;553.46;Elago
26372.94581;43;1;15;4;566.34;Elago
28632.30153;33;1;15;3;568.84;Elago
33055.66104;38;1;15;2;569.04;Elago
29795.47325;24;1;15;8;565.39;Elago
24559.97126;35;1;15;2;561.03;Elago
20000;33;1;15;3;550.87;Elago
20000;32;1;15;0;557.12;Elago
20000;75;1;15;3;528.64;Elago
24887.59698;62;1;15;4;570.23;Elago
28570.49865;37;1;15;0;577.84;Elago
24663.03457;53;1;15;8;556.08;Elago
28738.98951;64;1;15;8;559.58;Belkin
33507.34618;66;1;15;5;549.79;Belkin
26233.13493;46;1;15;6;525.5;Elago
22550.32172;34;1;15;0;571.29;Elago
20705.73655;21;1;15;4;545.47;Elago
21692.52758;20;1;15;4;535.96;Belkin
24663.18316;20;1;15;1;564.74;Belkin
30479.86686;32;1;15;1;577.34;Belkin
31747.25722;31;1;15;5;581.72;Belkin
26265.70378;67;1;15;5;569.16;Belkin
24812.45354;78;1;15;5;552.64;Belkin
33216.01089;24;1;18;6;549.23;Elago
26141.79116;24;1;18;1;565.34;Elago
34691.72723;24;1;18;0;556.5;Elago
30273.69909;26;1;18;7;588.32;Elago
20000;27;1;18;8;547.93;Elago
34673.53384;26;1;18;8;583.11;Elago
23399.66188;27;1;18;1;533.04;Elago
30605.23509;67;1;18;0;531.93;Belkin
29388.44108;66;1;18;2;591.28;Belkin
21331.60352;68;1;18;3;535.68;Belkin
25087.91218;57;1;18;7;560.33;Belkin
32815.78636;68;1;18;1;563.45;Belkin
21439.84798;75;1;18;1;547.29;Belkin
20000;79;1;18;7;559.96;Belkin
20000;74;1;18;3;545.73;Belkin
20000;77;1;18;5;531.22;Belkin
24755.25067;61;1;18;4;549.6;Belkin
24426.47674;56;1;18;1;528.47;Belkin
21101.12525;77;1;18;6;532.37;Belkin
33347.36033;70;1;18;6;594.19;Belkin
28974.22639;75;1;18;1;584.59;Belkin
32300.82366;62;1;18;3;551.77;Belkin
26398.20214;56;1;18;0;545.11;Belkin
32320.8691;40;1;18;2;593.72;Elago
29865.64652;53;1;18;6;527.17;Elago
20000;40;1;18;8;525.08;Elago
32426.99025;49;1;18;8;575.38;Elago
34790.64376;44;1;18;7;561.25;Elago
26033.39138;52;1;18;3;551.57;Elago
23154.39112;50;1;18;1;566.69;Elago
27141.77014;52;1;18;3;586.48;Elago
27068.47894;55;1;18;3;553.67;Elago
21697.02057;41;1;18;8;567.92;Elago
22968.37906;55;1;18;1;568.86;Elago
26240.08194;40;1;18;1;549.8;Elago
21865.97527;37;1;18;3;524.01;Elago
20000;43;1;18;0;545.79;Elago
30021.71032;29;1;18;0;549.5;Elago
30393.0383;52;1;18;2;536.41;Elago
20606.04795;36;1;18;6;531.84;Elago
21284.84789;30;1;18;0;551.02;Elago
33221.00756;33;1;18;8;558.65;Elago
23043.77112;55;1;18;6;568.99;Elago
20000;50;1;18;4;553.86;Elago
21616.37544;36;1;18;3;548.28;Elago
34609.09359;74;1;18;4;536.39;Elago
22258.86868;53;1;18;0;529.96;Elago
30986.95093;53;1;18;6;574;Elago
26078.6716;42;1;18;5;552.59;Elago
33489.34118;56;1;18;7;588.48;Elago
33698.74555;51;1;18;2;548.48;Elago
23600.0784;42;1;18;2;577.26;Elago
23356.55111;38;1;18;4;552.22;Elago
31133.92295;51;1;18;1;542.04;Elago
20000;71;1;18;8;549.69;Elago
23627.70303;40;1;18;1;540.24;Elago
28393.7404;33;1;18;3;548.68;Elago
26821.94403;49;1;18;0;555.61;Elago
33999.34668;69;1;18;1;529.88;Belkin
23575.22444;53;1;18;6;563.29;Elago
30448.5041;80;1;18;8;545.98;Belkin
29081.35286;71;1;18;4;588.65;Belkin
27102.78672;73;1;18;1;583.85;Belkin
29482.94567;50;1;18;4;572.99;Elago
21459.37097;28;1;18;0;528.32;Elago
34201.44405;38;1;18;1;536.68;Elago
26290.56471;63;1;18;7;572.98;Elago
24613.11108;30;1;18;5;578.5;Elago
24587.54916;73;1;18;1;563.62;Elago
21529.43334;34;1;18;6;524.03;Elago
24073.78764;59;1;18;8;536.56;Elago
31839.92023;67;1;18;3;565.03;Belkin
26178.61916;69;1;18;0;558.28;Belkin
28317.06799;68;1;18;8;554.09;Elago
32914.96249;20;1;3;8;566.65;Elago
33455.81404;27;1;16;5;527.54;Elago
33889.71179;27;1;3;0;539.43;Elago
20000;27;1;7;2;528.92;Elago
31392.28755;24;1;3;7;592.86;Elago
33332.77056;22;1;19;7;531.63;Elago
20691.16119;20;1;4;0;553.11;Elago
26386.72961;20;1;18;0;577.19;Elago
34988.14844;20;1;3;3;525.35;Elago
20000;78;1;8;0;536.58;Belkin
34137.20224;61;1;7;3;543.85;Belkin
22028.57691;74;1;7;4;523.29;Belkin
26400.39437;59;1;7;5;543.47;Belkin
32079.45217;57;1;3;8;539.22;Belkin
20000;76;1;7;8;523;Belkin
32520.67792;75;1;7;4;573.68;Belkin
21113.5704;64;1;10;1;565.27;Belkin
21342.37874;77;1;4;7;531.53;Belkin
22177.21115;74;1;18;5;563.39;Belkin
28882.27475;68;1;3;3;526.05;Belkin
32881.01014;67;1;3;1;560.39;Belkin
22624.25744;60;1;15;8;548.35;Belkin
25237.92753;69;1;8;3;530.04;Belkin
25953.13276;72;1;15;5;564.99;Belkin
32531.28675;63;1;5;2;593.39;Belkin
20000;59;1;7;0;544.97;Belkin
29759.47189;47;1;8;3;572.35;Elago
30472.37942;32;1;18;5;582.76;Elago
34600.37981;28;1;10;3;533.8;Elago
24365.51308;52;1;8;1;543.4;Elago
24611.81496;45;1;3;8;531.65;Elago
20000;49;1;8;0;555.04;Elago
25658.88525;28;1;19;5;545.21;Elago
20000;29;1;15;6;542.41;Elago
34714.21777;51;1;19;2;532.1;Elago
29296.25798;30;1;8;5;556.47;Elago
27228.80043;39;1;19;1;544.91;Elago
20000;41;1;10;2;566.77;Elago
32160.43161;33;1;8;1;564.4;Elago
26105.04835;37;1;3;0;567.22;Elago
31824.65004;51;1;7;8;582.07;Elago
34195.95595;38;1;20;3;569.47;Elago
24728.69829;54;1;8;7;524.26;Elago
22952.18937;41;1;18;3;554.74;Elago
34620.83432;28;1;15;6;550.79;Elago
20000;32;1;10;8;546.43;Elago
23654.64631;76;1;8;1;566.74;Elago
21382.34857;65;1;8;1;553.94;Elago
24607.85535;65;1;7;3;576.83;Elago
21267.46758;75;1;20;5;544.86;Elago
24662.06995;76;1;6;0;561.62;Elago
29876.96397;62;1;15;8;539.53;Elago
20000;49;1;4;1;523.14;Elago
20000;21;1;18;3;546.92;Elago
26044.62319;52;1;3;2;552.26;Elago
32261.09411;72;1;7;3;538.1;Elago
28630.12899;35;1;10;6;537.71;Elago
30258.51712;36;1;8;8;545.21;Elago
22803.04176;69;1;12;1;525.43;Elago
21332.39854;68;1;18;5;537.88;Elago
25338.68028;72;1;10;3;555.44;Elago
20000;45;1;18;5;526.21;Elago
23637.37908;30;1;18;0;525.37;Elago
24137.82035;74;1;17;1;575.77;Elago
21111.08983;51;1;6;6;552.46;Elago
27724.51808;37;1;7;1;566.48;Elago
28850.42482;31;1;7;6;523.72;Elago
25327.90683;29;1;4;0;544.02;Elago
34556.76741;23;1;20;3;554.45;Elago
33019.72874;26;1;7;0;577.43;Elago
33532.22694;34;1;5;6;593.56;Elago
24972.87114;70;1;8;3;559.66;Elago
22320.25755;43;1;8;2;534;Elago
26426.88099;48;1;7;8;556.83;Elago
20000;71;1;19;1;562.36;Elago
27097.06206;38;1;16;2;536.21;Elago
25296.59415;28;1;7;6;524.67;Elago
23525.99901;34;1;8;2;542.82;Elago
34826.97993;33;1;7;4;588.24;Elago
28867.80256;70;1;8;2;573.59;Belkin
29988.84714;60;1;17;5;553.2;Elago
35053.53208;24;1;16;0;527.21;Elago
40330.36996;20;1;8;2;582.28;Elago
55843.73903;24;1;7;6;576.53;Elago
49679.70167;23;1;4;5;601.56;Elago
60818.3308;20;1;19;7;573.93;Elago
44059.41911;25;1;3;6;578.92;Elago
50811.2143;22;1;18;8;548.72;Elago
43803.96584;26;1;10;7;573.73;Elago
59735.39764;21;1;3;3;609.77;Elago
43300.56611;25;1;7;1;528.95;Elago
44002.00962;26;1;20;3;563.89;Elago
35241.54212;25;1;3;7;566.39;Elago
45285.10418;25;1;18;8;580.83;Elago
49258.56863;23;1;4;0;573.23;Elago
39839.38021;24;1;17;3;588.25;Elago
45730.67678;22;1;8;4;552.42;Elago
41436.34172;24;1;3;5;561.67;Elago
43096.37478;21;1;3;0;620.57;Elago
42479.86917;24;1;5;7;578.49;Elago
64891.08318;20;1;8;0;553.39;Elago
46588.59929;21;1;20;7;596.48;Elago
54420.8797;27;1;7;2;563.43;Elago
37456.3489;20;1;8;6;580.23;Elago
40566.32307;23;1;6;3;546.11;Elago
67069.48215;27;1;20;8;608.76;Elago
65123.31363;22;1;3;5;537.75;Elago
65864.77691;25;1;15;8;603.65;Elago
66245.08597;23;1;7;8;555.29;Elago
68442.81019;20;1;17;2;603.06;Elago
72967.58087;25;1;12;4;619.47;Elago
68409.85198;21;1;12;0;653.36;Elago
68117.00483;26;1;3;7;547.47;Elago
59742.60873;25;1;17;5;637.57;Elago
49500.91839;20;1;12;3;568.1;Elago
36259.81009;26;1;7;4;538.98;Elago
41218.22019;20;1;6;5;616.56;Elago
37033.47604;24;1;3;1;541.76;Elago
43395.16381;20;1;7;1;538.22;Elago
42870.67919;22;1;17;8;563.78;Elago
69623.97458;27;1;8;4;554.96;Elago
59201.14664;25;1;15;6;540.12;Elago
52989.35674;25;1;3;8;566.27;Elago
52884.52499;23;1;8;7;602.15;Elago
50980.31217;27;1;15;1;589.18;Elago
48812.76544;20;1;20;7;546.37;Elago
59420.95257;22;1;20;4;655.45;Elago
70245.74227;25;1;7;7;632.62;Elago
42954.52214;64;1;8;0;608.94;Belkin
37854.62392;59;1;7;0;608.28;Belkin
59217.17824;58;1;10;2;553.63;Belkin
53626.34385;68;1;19;0;554.88;Belkin
40644.54818;62;1;7;5;578.94;Belkin
57681.89523;77;1;3;3;549.44;Belkin
41565.83756;60;1;12;6;527.93;Belkin
64120.32448;76;1;3;7;566.61;Belkin
45598.07247;71;1;20;0;563.46;Belkin
38253.24854;60;1;8;0;533.37;Belkin
37239.58778;78;1;4;2;526.14;Belkin
42538.01216;72;1;4;3;581.36;Belkin
64112.66877;58;1;17;4;523.03;Belkin
50696.30035;66;1;3;0;546.23;Belkin
45591.40776;65;1;16;6;611.61;Belkin
49972.51688;76;1;7;0;530.21;Belkin
46073.14248;74;1;20;4;604.73;Belkin
42168.6251;68;1;6;7;554.15;Belkin
45492.06684;59;1;3;5;578.59;Belkin
47044.77927;60;1;7;2;583.28;Belkin
47922.88713;66;1;6;3;630.12;Belkin
49758.92231;74;1;18;5;590.86;Belkin
49928.16231;62;1;8;8;600.46;Belkin
50243.86363;62;1;5;7;542.44;Belkin
40052.68378;73;1;16;2;612.98;Belkin
45608.31103;66;1;5;7;547.87;Belkin
54858.9862;74;1;7;8;548.01;Belkin
37928.23969;80;1;3;3;524.76;Belkin
45603.43905;59;1;12;6;617.77;Belkin
35662.27211;67;1;8;4;593.64;Belkin
52003.86725;76;1;8;1;607.77;Belkin
37537.79778;68;1;20;3;600.48;Belkin
49798.20063;60;1;3;0;596.72;Belkin
60125.97677;57;1;5;7;582.97;Belkin
57100.27296;61;1;8;4;650.5;Belkin
40969.97699;68;1;5;8;571.68;Belkin
56582.63636;77;1;17;6;611.55;Belkin
60259.48334;66;1;4;4;589.49;Belkin
45800.72084;74;1;3;4;593.02;Belkin
45121.14369;59;1;3;7;570.74;Belkin
42249.48173;63;1;7;1;536.82;Belkin
47905.87294;60;1;7;8;541.15;Belkin
53951.29297;57;1;7;3;639.88;Belkin
43944.72955;73;1;17;8;611.26;Belkin
36789.27853;68;1;3;7;545.92;Belkin
63163.10032;80;1;6;6;613.87;Belkin
41856.20223;63;1;7;4;584.83;Belkin
46548.60412;58;1;8;2;578.9;Belkin
50625.36224;77;1;10;0;569.88;Belkin
38348.94844;56;1;7;7;574.52;Belkin
51236.79979;71;1;19;5;554.22;Belkin
41018.31724;69;1;10;0;606.46;Belkin
55889.91013;68;1;6;4;542.45;Belkin
43126.5138;66;1;7;4;574.66;Belkin
50444.96024;57;1;17;2;630.26;Belkin
52340.99214;60;1;5;7;577.14;Belkin
46764.49785;72;1;4;4;553.09;Belkin
52992.86244;75;1;15;1;641.72;Belkin
55058.66772;70;1;19;5;585.93;Belkin
36043.06976;76;1;8;4;558.73;Belkin
58055.60475;56;1;12;1;527.9;Belkin
38303.63362;78;1;10;3;547.5;Belkin
35325.05907;80;1;8;6;574.49;Belkin
43261.81702;75;1;7;7;572.73;Belkin
48450.44177;62;1;17;3;578.59;Belkin
58483.58437;70;1;16;5;624.82;Belkin
64643.37191;78;1;8;1;605.13;Belkin
56180.55106;63;1;5;6;610.48;Belkin
57805.16355;66;1;7;1;582.14;Belkin
48753.43689;70;1;7;0;526.78;Belkin
43255.03562;59;1;3;3;538.88;Belkin
37466.81684;61;1;18;2;594.19;Belkin
49167.89775;63;1;6;5;632.02;Belkin
48422.01051;72;1;8;4;622.77;Belkin
46398.18577;75;1;15;1;548.63;Belkin
60787.31789;76;1;18;4;580.56;Belkin
70932.4025;76;1;7;0;536.32;Belkin
72417.28744;59;1;5;8;648.29;Belkin
65621.30954;75;1;6;0;590.4;Belkin
67845.83965;69;1;3;2;551.17;Belkin
69012.86928;66;1;12;0;639.44;Belkin
68680.97114;61;1;3;4;651.68;Belkin
65596.46133;58;1;18;5;534.58;Belkin
67864.07319;64;1;3;4;523.95;Belkin
72549.60834;75;1;16;6;667.18;Belkin
67720.53611;66;1;10;6;620.91;Belkin
70153.62162;73;1;7;5;648.96;Belkin
